AD_ID;COD;DES
31979;6724;LINGUAGGI DI PROGRAMMAZIONE: IMPLEMENTAZIONE
31980;6725;RETI DI CALCOLATORI 1
31981;6726;RETI DI CALCOLATORI 2
31983;6728;LABORATORIO DI INFORMATICA: RETI DI CALCOLATORI
31984;6729;LABORATORIO DI INFORMATICA: INGEGNERIA DEL SOFTWARE
31985;6730;LOGICA MATEMATICA
31986;6731;INFORMATICA APPLICATA: COMMERCIO ELETTRONICO
31987;6732;STAGE
31988;6733;PROVA CONOSCENZA LINGUA  INGLESE
31989;6734;PROVA FINALE
31990;6801;ANALISI MATEMATICA 1 (1/2)
31991;6802;GEOMETRIA E ALGEBRA (1/2)
31992;6803;FISICA GENERALE 1 (1/2)
31993;6804;INFORMATICA GENERALE 1 (1/2)
31994;6805;INFORMATICA GENERALE 2 (1/2)
31995;6806;CALCOLATORI ELETTRONICI (1/2)
31996;6807;LINGUA INGLESE (1/2)
31997;6808;CHIMICA 1 (1/2)
31998;6809;ANALISI MATEMATICA 2 (1/2)
31999;6810;FISICA GENERALE 2 (1/2)
31414;4411;QUARTA LINGUA E LETT. STRAN. FRANCESE 1
31415;4412;QUARTA LINGUA E LETT. STRAN. FRANCESE 2
31416;4414;TERZA LINGUA E LETT. STRAN. TEDESCA 1
31417;4415;TERZA LINGUA E LETT. STRAN. TEDESCA 2
31418;4419;TERZA LINGUA E LETT. STRAN. SPAGNOLA 1
31419;4420;TERZA LINGUA E LETT. STRAN. SPAGNOLA 2
31420;4421;QUARTA LINGUA E LETT. STRAN. SPAGNOLA 1
31421;4424;TERZA LINGUA E LETT. STRAN. RUSSA 1
31422;4425;TERZA LINGUA E LETT. STRAN. RUSSA 2
31423;4431;QUARTA LINGUA E LETT. STRAN. POLACCA 1
31424;4432;QUARTA LINGUA E LETT. STRAN. POLACCA 2
31425;4439;SECONDA LINGUA E LETT. STRAN. RUSSA 4
31426;4443;TERZA LINGUA E LETTERATURA SPAGNOLA  3
31427;4444;STORIA DEL CINEMA
31429;4447;METOD. E TEC. DELLA RIC. ARCHEOLOGICA
31430;4454;STORIA DELLA PEDAGOGIA
31431;4455;ESTETICA MUSICALE
31432;4456;LETTERATURE COMPARATE
31433;4457;STORIA DELLA CHIESA MEDIEVALE
31434;4500;ISTITUZIONI DI DIRITTO PRIVATO
31435;4501;ISTITUZIONI DI DIRITTO ROMANO
31436;4502;FILOSOFIA DEL DIRITTO
31437;4503;STORIA DEL DIRITTO ROMANO
31438;4505;ECONOMIA POLITICA
31439;4506;SCIENZA DELLE FINANZE E DIRITTO FINANZ.
31440;4507;DIRITTO COSTITUZIONALE
31441;4508;DIRITTO ECCLESIASTICO
31442;4511;DIRITTO COMMERCIALE
31443;4512;DIRITTO DEL LAVORO
31444;4513;DIRITTO PROCESSUALE CIVILE
31445;4514;DIRITTO INTERNAZIONALE
31446;4517;PROCEDURA PENALE
31447;4518;DIRITTO INTERNAZIONALE PRIVATO
31448;4519;DIRITTO DEI TRASPORTI
31449;4520;DIRITTO FORESTALE E AGRARIO
31450;4521;DIRITTO PRIVATO COMPARATO
31451;4522;DIRITTO PRIVATO DELLA COMUNITA' EUROPEA
31452;4523;DIRITTO COMMERCIALE INTERNAZ. E UNIFORME
31453;4524;DIRITTO COMPARATO DEL LAVORO
31454;4525;DIRITTO PROCESSUALE CIVILE COMPARATO
31455;4526;ISTITUZIONI DI DIRITTO PUBBLICO
31456;4527;DIRITTO TRIBUTARIO
31457;4528;DIRITTO REGIONALE E DEGLI ENTI LOCALI
31458;4529;DIRITTO COSTITUZIONALE COMPARATO
31459;4530;DIRITTO AMMINISTRATIVO COMPARATO
31460;4531;CONTABILITA' DELLO STATO E ENTI PUBBLICI
31461;4532;DIRITTO DELLA COMUNITA' EUROPEA (PUBBL.)
31462;4533;DIRITTO PENALE E PROCEDURA PENALE COMP.
31463;4534;CRIMINOLOGIA
30865;3257;LINGUA FRANCESE  (TRIENNALE)
30866;3258;LINGUA INGLESE  (TRIENNALE)
30867;3259;MATEMATICA FINANZIARIA I 
30868;3260;MATEMATICA GENERALE
30869;3261;MERCEOLOGIA
30870;3262;POLITICA ECONOMICA E FINANZIARIA
30871;3263;RAGIONERIA GENERALE E APPLICATA I 
30872;3264;SCIENZA DELLE FINANZE E DIRITTO FINANZ.
30873;3265;STATISTICA 1
30874;3266;STORIA ECONOMICA
30875;3267;TECNICA BANCARIA E PROFESSIONALE
30876;3268;TECNICA INDUSTRIALE E COMMERCIALE
30877;3269;ANALISI E CONTABILITA' DEI COSTI
30878;3270;CALCOLO AUTOMATICO
30879;3271;CONTABILITA' DELLO STATO E ENTI PUBBLICI
30881;3274;DEMOGRAFIA
30883;3277;DIRITTO AMMINISTRATIVO
30884;3278;DIRITTO BANCARIO
30885;3280;DIRITTO DELLE COMUNITA' EUROPEE
30886;3282;DIRITTO FALLIMENTARE
30887;3283;DIRITTO INDUSTRIALE
30889;3285;DIRITTO PENALE COMMERCIALE
30890;3287;DIRITTO PUBBLICO DELL'ECONOMIA
30891;3288;DIRITTO REGIONALE E DEGLI ENTI LOCALI
30892;3289;DIRITTO TRIBUTARIO
30893;3290;ECONOMETRIA
30894;3292;ECONOMIA AZIENDALE
30895;3296;ECONOMIA DELL'AUTOM.DEI PROCESSI PRODUT.
30896;3297;ECONOMIA DELLE AZIENDE DI CREDITO
30897;3298;ECONOMIA DELLE COMUNITA' EUROPEE
30900;3304;ECONOMIA E POLITICA INDUSTRIALE
30901;3305;ECONOMIA E POLITICA DEL LAVORO
30902;3306;ECONOMIA INTERNAZIONALE
30903;3307;ECONOMIA MONTANA E FORESTALE
30904;3308;ECONOMIA REGIONALE
30906;3311;FINANZA AZIENDALE
30907;3313;GEOGRAFIA APPLICATA
30908;3316;MARKETING
30910;3319;ORGANIZZAZIONE AZIENDALE
30911;3320;PIANIFICAZIONE ED ORGANIZZ. TERRITORIALE
30912;3321;PROBLEMI DELLO SVILUPPO ECONOMICO
30914;3323;PROGRAM. E PIANIFIC. DELL'AMMIN.PUBBLICA
30915;3324;RAGIONERIA PUBBLICA
30916;3325;REVISIONE E CERTIFICAZIONE DI BILANCIO
30917;3326;RICERCA OPERATIVA
30918;3327;SCIENZA DELLE FINANZE
30919;3328;SISTEMI ECONOMICI COMPARATI
30920;3330;SISTEMI INFORMATIVI
31166;3719;PROGETTAZIONE DEI SISTEMI INFORMATIVI
31167;3726;COMPARATIVE ECONOMICS SYSTEMS (corso il lingua assistito) 
31168;3728;MACROECONOMIA CORSO AVANZATO (topics in macroeconomics) 
31169;3730;MARKETING GAME
30679;2051;ANALISI STRUMENTALE E PROVE SUI MATER.
30680;2052;CORROSIONE E PROTEZIONE DEI MATERIALI
30681;2053;ECONOMIA E ORGANIZZAZIONE AZIENDALE
30682;2054;TECNOLOGIA DEI MATERIALI METALLICI
30683;2055;MATERIE PRIME PER L'INDUSTRIA ESTRATTIVA
30684;2062;DEGRAD. E PROT. DEI MATER. LEGN.
30685;2063;NORM. E TEC. DI CONTR. DEI COMP.IN LEGNO
30687;2066;TEORIA DELLE STRUTTURE
30688;2067;DISEGNO INDUSTRIALE
30689;2068;METODI MATEMATICI PER L'INGEGNERIA
30690;2070;PROGETTI PER LA RISTRUTT.  RISAN. EDIL.
30691;2073;COSTRUZIONI ASISMICHE
30692;2074;GEOMETRIA
30693;2075;ISTITUZIONI DI ECONOMIA
30694;2076;CALCOLO NUMERICO
30695;2077;STORIA DELL'ARCHITETTURA E DELL'URBAN.CA
30696;2078;ELETTROTECNICA (1/2)
30697;2079;MECCANICA APPLICATA ALLE MACCHINE (1/2)
30698;2080;GEOTECNICA
30699;2081;RECUPERO E CONSERVAZIONE DEGLI EDIFICI
30701;2083;ARCHITETTURA DEL LEGNO (1/2)
30702;2084;COSTRUZIONI IN ZONA SISMICA (1/2)
30704;2086;COSTR. IN CALC. ARMATO E PRECOMPR.(1/2)
30705;2087;PROGETTAZIONE DEGLI ELEMENTI COSTRUTTIVI
30706;2088;STABILITA'  DEI  PENDII
30707;2089;TECNICA DELLE COSTRUZIONI III
30708;2090;APPLICAZ.NI DI CHIMICA E CHIM.ANAL.(1/2)
30709;2091;ESTIMO
30710;2092;SISTEMAZIONE  DEI  BACINI IDROGRAFICI
30711;2093;PROTEZIONE IDRAULICA DEL TERRITORIO
30712;2094;GESTIONE DELLE RISORSE IDRICHE
30713;2095;FOTOGRAMMETRIA E FOTOINTERPRETAZIONE 1/2
30714;2096;INGEGNERIA SANITARIA - AMBIENTALE (1/2)
30715;2097;IDRAULICA AMBIENTALE (1/2)
30716;2098;DISEGNO TECNICO INDUSTRIALE
30717;2099;MACCHINE
30718;2100;IDRAULICA (1/2)
30719;2101;IMPIANTI MECCANICI
30720;2102;ANALISI STRUM.LE E CONTROLLO DEI MAT.LI
30721;2103;SCIENZA E TECNOLOGIA DEI MATERIALI (1/2)
30722;2104;TECNOLOGIE E MATERIALI PER L'ELETTRONICA
30723;2105;SCIENZA E TECNOL.A DEI MATERIALI COMP.TI
30724;2106;METODOLOGIE METALLURG.E E METALLOGRAF.E
30725;2107;SC. E TEC. DEI MAT. AERONAUT. ED AEROSP.
30727;2109;FISICA DELLE SUPERFICI (1/2)
30728;2110;GIACIMENTI MINERARI  (1/2)
30729;2111;ING.A DEI MATER.LI MACROMOLECOLARI (1/2)
30121;183;SOCIOLOGIA DELLA COMUNICAZIONE (S)
30122;184;SOCIOLOGIA DELLE RELAZIONI INDUSTRIALI
30123;186;SOCIOLOGIA STRUTTURALE
30124;187;SOCIOLOGIA URBANA E RURALE
30125;188;SOCIOLOGIA URBANO - RURALE
30126;190;STATISTICA
30128;192;STATISTICA II (S)
30129;193;STATISTICA PER LA RICERCA SOCIALE
30130;194;STATISTICA PER LA RICERCA SOCIALE (S)
30131;195;STORIA CONTEMPORANEA
30132;196;STORIA CONTEMPORANEA (S)
30133;197;STORIA DEI PARTITI E MOVIMENTI POLITICI
30134;201;STORIA DEL PENSIERO SOCIOLOGICO
30138;206;STORIA DELL'AMMINISTRAZIONE PUBBLICA
30139;207;STORIA DELL'AMMINISTRAZIONE PUBBLICA (S)
30140;214;STORIA DELLA FILOSOFIA
30142;216;STORIA DELLA SCIENZA
30144;219;STORIA DELLE DOTTRINE ECONOMICHE
30146;221;STORIA DELLE DOTTRINE POLITICHE
30147;222;STORIA DELLE DOTTRINE POLITICHE (S)
30148;223;STORIA DELLE ISTIT.NI SOCIALI-POLITICHE
30149;226;STORIA ECONOMICA
30150;227;STORIA ECONOMICA CONTEMPORANEA
30151;228;STORIA ECONOMICA CONTEMPORANEA (S)
30152;229;STORIA ECONOMICA MODERNA
30153;230;STORIA ECONOMICA MODERNA (S)
30154;231;STORIA ECONOM. MODERNA (CORSO MONOGR.)
30155;232;STORIA ECON. MODERNA (CORSO MONOGR.) (S)
30156;233;STORIA MODERNA
30157;234;STORIA MODERNA (S)
30158;235;STORIA POLITICA MODERNA
30159;236;STORIA POLITICA MODERNA (S)
30160;237;TEORIA POLITICA MODERNA (CORSO MONOGR.)
30161;238;STORIA POLITICA MODERNA (C.SO MONOG.)(S)
30163;240;SVILUPPO ECONOMICO (S)
30164;241;TECNICHE DI RICERCA SOCIALE
30165;242;TECNICHE DI RICERCA SOCIALE (S)
30166;243;TECNICHE PSICOMETRICHE
30167;244;TECNICHE PSICOMETRICHE (S)
30168;247;URBANISTICA
30169;249;ANALISI MATEMATICA I
30170;250;GEOMETRIA I
30171;251;ALGEBRA
30172;252;FISICA GENERALE I
30173;253;ANALISI MATEMATICA II
30174;254;GEOMETRIA II
30175;255;MECCANICA RAZIONALE
30176;256;FISICA GENERALE II
30177;257;ISTITUZIONI DI ANALISI SUPERIORE
30178;258;ISTITUZIONI DI GEOMETRIA SUPERIORE
30179;260;ALGEBRA SUPERIORE
30180;262;ANALISI SUPERIORE
30181;265;CALCOLI NUMERICI E GRAFICI
30182;268;CIBERNETICA E TEORIA DELL'INFORMAZIONE
30183;279;GEOMETRIA SUPERIORE
30184;280;ISTITUZIONI DI FISICA TEORICA
30185;281;LOGICA MATEMATICA
30186;283;MATEMATICHE COMPLEMENTARI
30187;284;MATEMATIC.ELEMEN.RE DA PUNTO VISTA SUP.
30188;290;PEDAGOGIA
30189;297;TEORIA-APPL.NE DELLE MACCHINE CALCOLATR.
30190;299;FISICA GENERALE I
30191;300;FISICA GENERALE II
30192;301;ANALISI MATEMATICA I
30193;302;ANALISI MATEMATICA II
30194;303;GEOMETRIA I
30195;304;MECCANICA RAZIONALE
30196;305;CHIMICA CON ESERCIT.NI LABORAT.(XFISICI)
30197;306;ESPERIMENTAZIONI FISICA I
30198;307;STRUTTURA DELLA MATERIA
30199;308;ISTITUZIONI DI FISICA TEORICA
30200;309;METODI MATEMATICI DELLA FISICA
30201;310;LABORATORIO DI FISICA I PARTE
30202;311;LABORATORIO DI FISICA II PARTE
30203;312;COMPLEMENTI DI FISICA GENERALE I PARTE
30204;313;COMPLEMENTI DI FISICA GENERALE II PARTE
30205;314;PREPAR.NE DI ESPERIENZE DIDATTIC.I PARTE
30206;315;PREPAR.NE DI ESPERIENZE DIDATT. II PARTE
30208;323;BIOFISICA
30209;325;CALCOLI NUMERICI E GRAFICI
30211;333;ELETTRONICA
30214;339;FISICA DELL'ATMOSFERA
30215;340;FISICA DELLE PARTICELLE ELEMENTARI
30216;341;FISICA DELLO STATO SOLIDO
30217;343;FISICA NUCLEARE
30218;344;FISICA SUPERIORE
30219;346;FISICA TEORICA
30220;349;GEOLOGIA
30222;354;ISTITUZIONI DI FISICA MATEMATICA
30223;355;ISTITUZIONI DI FISICA NUCLEARE
30224;357;LOGICA MATEMATICA
30226;363;MECCANICA STATISTICA
30228;369;OTTICA
30229;374;RELATIVITA'
30230;376;SPETTROSCOPIA
30231;377;STORIA DELLA FISICA
30232;382;TEORIA-APPLIC.NE DELLE MACCHINE CALCOL.
30234;386;ANALISI MATEMATICA I
30235;387;GEOMETRIA I
30236;388;FISICA I
30237;389;CHIMICA
30238;390;DISEGNO
30239;391;ANALISI MATEMATICA II
30240;393;MECCANICA RAZIONALE
30241;394;FISICA II
30242;395;DISEGNO II
30244;400;TECNOLOGIE GENERALI DEI MATERIALI
30245;401;CHIMICA ORGANICA
30246;402;CALCOLO AUTOMATICO
30247;403;CONTABILITA' NAZIONALE
30248;404;DEMOGRAFIA
30249;405;DIRITTO COMMERCIALE
30250;406;DIRITTO INDUSTRIALE
30251;407;DIRITTO INTERNAZIONALE
30252;408;DIRITTO TRIBUTARIO
30253;409;ECONOMETRIA  (CORSO PROGREDITO)
30254;410;ECONOMETRIA
30255;411;ECONOMIA AZIENDALE
30256;413;ECONOMIA E POLITICA AGRARIA
30258;415;ECONOMIA E POLITICA DEL LAVORO
30259;416;ECONOMIA E POLITICA INDUSTRIALE
30260;417;ECONOMIA INTERNAZIONALE
30261;418;ECONOMIA POLITICA I
30262;419;ECONOMIA POLITICA II
30263;420;ECONOMIA POLITICA (CORSO PROGREDITO)
30264;421;ECONOMIA REGIONALE
30265;422;GEOGRAFIA ECONOMICA
30266;423;ISTITUZIONI DI DIRITTO PRIVATO
30267;424;ISTITUZIONI DI DIRITTO PUBBLICO
30268;425;MATEMATICA
30269;427;METODI MATEMATICI DI ANALISI ECONOMICA
30270;428;METODOLOGIA DELLE SCIENZE SOCIALI
30271;429;POLITICA ECONOMICA E FINANZIARIA
30272;430;PROBLEMI DELLO SVILUPPO ECONOMICO
30273;431;PROGRAMMAZIONE DEI SISTEMI ECONOMICI
30274;433;SCIENZA DELLE FINANZE
30275;434;SISTEMI ECONOMICI COMPARATI
30276;437;SOCIOLOGIA
30277;438;SOCIOLOGIA DELLE ORGANIZZAZIONI COMPLES.
30278;440;SOCIOLOGIA URBANA E RURALE
30279;441;STATISTICA METODOLOGICA
30280;442;STATISTICA METODOLOGICA (CORSO PROGRED.)
30281;443;STORIA CONTEMPORANEA
30282;444;STORIA DEL PENSIERO ECONOMICO
30283;447;STORIA ECONOMICA
30284;448;STORIA ECONOMICA (CORSO MONOGRAFICO)
30285;449;TECNOLOGIA DEI PROCESSI PRODUTTIVI
30286;450;TEORIA E POLITICA MONETARIA
30288;454;DIRITTO AMMINISTRATIVO
30289;455;DIRITTO BANCARIO
30290;456;DIRITTO DEL LAVORO
30291;459;DIRITTO DELL'ECONOMIA
30292;460;DIRITTO FALLIMENTARE
30293;461;ECONOMIA DELLE COMUNITA' EUROPEE
30295;463;ORGANIZZAZIONE AZIENDALE
30296;464;RAGIONERIA GEN.LE E APPL.TA (C.SO PROP.)
30297;465;RAGIONERIA GEN.LE E APPL.TA (C.SO PROGR)
30298;466;TECNICA BANCARIA E PROFESSIONALE
30299;467;TECNICA DEL COMMERCIO INTERNAZIONALE
30300;468;TECNICA DELLE RICERCHE DI MERCATO
30301;469;TECNICA E ORDINAMENTO DELLE BORSE
30302;470;TECNICA INDUSTRIALE E COMMERCIALE
30303;472;ESPERIMENTAZIONI FISICA II
30304;473;INGLESE (TRIENNALE)
30305;475;LINGUA SPAGNOLA (S) CONVERSAZIONE
30306;476;LINGUA SPAGNOLA (PROVA DI LINGUA) A
30307;477;CHIMICA APPLICATA
31012;3429;ANALISI STATISTICA MULTIVARIATA
31014;3432;ECONOMIA DELL'AMBIENTE
31015;3439;STATISTICA APPL. ALLE SCIENZE BIOLOGICHE
31017;3450;ECONOMIA POLITICA (C PROGR.B.)
31018;3456;TECNICA E LEGISLAZIONE FARMACEUTICA
31019;3461;METODOLOGIA STATIST.IN AGRICOLTURA (1/2)
31020;3465;INFORMATICA GENERALE
31021;3466;ECONOMIA APPLICATA
31024;3471;ANALISI STATISTICO-ECONOMICA TERR.(1/2)
31025;3472;LABORATORIO STATISTICO-INFORMATICO
31026;3473;ECONOMIA PUBBLICA 1
31027;3474;ECONOMIA PUBBLICA 2
31028;3475;POLITICA ECONOMICA 1
31029;3476;POLITICA ECONOMICA (II) (1/2)
31030;3477;ECONOMIA DELLE ISTITUZIONI 
31031;3478;ECONOMIA DEL LAVORO 
31032;3479;STORIA DELL'AGRICOLTURA (1/2)
31033;3480;ECONOMETRIA (C.SO PROGR.) 1 MOD. (1/2)
31034;3481;ECONOMETRIA (C.SO PROGR.) 2 MOD. (1/2)
31035;3483;DIRITTO D. INTERMEDIARI FINANZIARI (1/2)
31036;3484;DIRITTO DELL'AMBIENTE (1/2)
31037;3485;DIRITTO REGIONALE E D. ENTI LOCALI (1/2)
31038;3486;ECONOMIA D. IMPRESA (COOPERATIVA) (1/2)
31039;3487;ORGANIZ. E GEST. D. RISORSE UMANE 
31040;3488;REVISIONE AZIENDALE 
31041;3489;STORIA ECONOMICA (ST. COOPERAZ.) (1/2)
31042;3490;STORIA D. MONETA E D. BANCA (1/2)
31043;3491;STATISTICA (II)(STAT.E CALCOLO D.PROB.)
31044;3492;STATISTICA (II)(ANALISI STAT.MULTIVAR.)
31045;3493;DIRITTO DEL LAVORO (1/2)
31047;3501;ELEMENTI DI MATEMATICA
31048;3502;STATISTICA
31049;3504;STATISTICA GIUDIZIARIA (SEMES.)
31050;3505;STATISTICA SOCIALE (SEMES.)
31051;3506;ANTROPOMETRIA (SEMES.)
31052;3507;STATISTICA SANITARIA (SEMES.)
31053;3508;SOCIOLOGIA GENERALE
31054;3509;DEMOGRAFIA
31055;3510;GEOGRAFIA POLITICA ED ECONOMICA
31056;3511;CONTROLLO STATIST.QUALITA' E STAT.INDUS.
31057;3514;ECONOMETRIA
31058;3516;ECONOMIA AZIENDALE
31059;3517;ECONOMIA POLITICA (C.SO ELEM.)
31060;3518;ECONOMIA REGIONALE
31061;3520;ELEMENTI DI TEORIA DEI CAMPIONI
31062;3524;ISTITUZIONI DI DIRITTO PRIVATO
31063;3525;ISTITUZIONI DI DIRITTO PUBBLICO
55898;21009;Laboratorio di previsione finanziaria 1
55899;21010;Laboratorio di previsione finanziaria 2
55900;21011;Finanza strutturata
55901;21012;Tirocinio formativo LS Banca, impresa e mercati finanziari
55902;21013;Microeconomia 2
55903;21014;Diritto fallimentare 2
55904;21015;Fiscalità e finanza
55905;21016;Gestione di portafoglio
55906;21017;Servizi di corporate banking
55907;21018;Statistica per i mercati finanziari
55908;21019;Storia bancaria e finanziaria
55909;21020;Econometria applicata
55910;21021;Diritto e governo societario
55911;21022;Calcolo stocastico per la finanza
55912;21023;Informatica (qualsiasi insegnamento del settore)
55913;21024;Diritto tributario (qualsiasi insegnamento del settore)
55915;21026;Organizzazione aziendale (qualsiasi insegnamento del settore)
55916;21027;Storia economica (qualsiasi insegnamento del settore)
55917;21028;Mercati finanziari e attività economica
55918;21029;Politica monetaria 
55920;21031;Telecomunicazioni
55921;21032;Multimedialità
55923;21034;Fondamenti di organizzazione
55924;21035;Diritto commerciale e industriale
55925;21036;Metodi matematici e statistici
55927;21038;Marketing: E-commerce
55928;21039;Programmazione e controllo: nuovi sistemi informativi integrati
55929;21040;Organizzazione: nuove professioni e nuovi modelli organizzativi (BPR)
55930;21041;Economia e gestione dei mercati: la nuova società dell'informazione
55931;21042;Metodi per le decisioni: ottimizzazione statica e dinamica
55933;21044;Modelli di rappresentazione della conoscenza
55934;21045;Knowledge management
55935;21046;Le applicazioni dell'ICT nelle aziende manifatturiere
55936;21047;Le applicazioni dell'ICT nel settore finanziario
55937;21048;Le applicazioni dell'ICT nel settore dei servizi
55938;21049;Progettazione dei sistemi informativi
55939;21050;Progettazione interfacce uomo-macchina
55940;21051;Diritto e informatica
55941;21052;Attività esterne LS NetEconomy
55942;21053;Prova finale LS NetEconomy
55943;21054;Matematica per l'economia
55944;21055;Metodi per le decisioni: decisioni in condizioni di incertezza
55945;21056;Teoria dei giochi
55946;21057;Scelte collettive e istituzioni
55947;21058;Economia cognitiva
55948;21059;Scelte pubbliche, incentivi e regolamentazione
55949;21060;Politica economica e sistemi di welfare
55950;21061;Teoria economica dell'organizzazione e dell'impresa
55951;21062;Processi decisionali aziendali
55952;21063;Bilancio sociale e nuove forme di certificazione della qualità
55953;21064;Analisi economica del diritto
55954;21065;Etica economica e responsabilità sociale dell'impresa
55955;21066;Microeconometria
55956;21067;Economia dell'impresa cooperativa e non profit
55957;21068;Diritto dei contratti
55958;21069;Diritto dell'antitrust
55959;21070;Diritto della regolamentazione pubblica dell'economia
55960;21071;Diritto delle pubbliche amministrazioni
55961;21072;Diritto degli enti non profit (civile)
55962;21073;Diritto degli enti non profit 
55963;21074;Diritto societario e forme di governance
55964;21075;Gestione delle risorse umane 2
55965;21076;Logica ed economia computazionale
55966;21077;Psicologia cognitiva e della decisione
55967;21078;Prova di conoscenza linguistica LS Decisioni economiche, Imprese e responsabilità sociale
55968;21079;Tirocinio formativo LS Decisioni economiche, imprese e responsabilità sociale
55969;21080;Prova finale LS Decisioni economiche, Imprese e responsabilità sociale
55970;21081;Prova di conoscenza linguistica LS Moneta e Finanza
55972;21083;Economia dell'ambiente 2
55973;21084;Politiche per lo sviluppo sostenibile
56166;21277;Diritto privato dell'economia
55974;21085;Economia e gestione delle imprese turistiche
55975;21086;Economia e gestione delle imprese di servizi
55976;21087;Contabilità ambientale
55977;21088;Valutazione dei beni ambientali
55978;21089;Sistemi di gestione e certificazione ambientale
55979;21090;Analisi costi-benefici
55980;21091;Statistica applicata
55981;21092;Diritto dell'ambiente
55982;21093;Sociologia del turismo e dell'ambiente
55983;21094;Tecnica delle ricerche di mercato
55984;21095;Destination management
55986;21097;Gestione del verde pubblico e delle aree protette
55987;21098;Gestione dei beni naturali
55988;21099;Economia agraria
55989;21100;Economia montana
55990;21101;Economia delle proprietà collettive
55991;21102;Aspetti economici della valutazione di impatto ambientale
55992;21103;Tecnologie produttive e impatto ambientale
55993;21104;Merceologia applicata all'ambiente
55994;21105;Geografia del turismo
55995;21106;Sistemi informativi geografici
55996;21107;Organizzazione e pianificazione del territorio
55997;21108;Economia del turismo
55998;21109;Storia economica del turismo
55999;21110;Economia dei trasporti
56000;21111;Valutazione dei progetti
56001;21112;Politiche comunitarie per l'ambiente ed il turismo
56002;21113;Politiche economiche internazionali
56003;21114;Sociologia urbano-rurale
56004;21115;Analisi psicosociologica del comportamento turistico
56005;21116;Elementi di teoria dei campioni per le ricerche di mercato
56006;21117;Legislazione turistica
56007;21118;Legislazione dei beni culturali
31170;3731;FINANZIAMENTO DEI PROGETTI DI INVESTIMENTO
31171;3732;Applicazioni aziendali e giuridiche alla gestione di organizzazioni
31172;3734;Telecomunicazioni
31175;3738;MARKETING: e-commerce 
31176;3739;CRISI E RISANAMENTO D'AZIENDA 
31177;3740;RAGIONERIA INTERNAZIONALE
31178;3741;ELEMENTI DI PROCEDURA PROFESSIONALE 
31180;4001;LETTERATURA ITALIANA I
31181;4002;LETTERATURA LATINA I
31182;4003;STORIA ROMANA (ESERC. EPIGRAFIA ROMANA)
31183;4004;GEOGRAFIA
31184;4006;LETTERATURA GRECA I
31185;4007;STORIA GRECA
31186;4008;GLOTTOLOGIA
31187;4009;ARCHEOLOGIA E STORIA ARTE GRECA E ROMANA
31188;4010;FILOLOGIA ROMANZA
31189;4011;STORIA MEDIOEVALE
31190;4012;STORIA MODERNA
31191;4013;STORIA DELL'ARTE MEDIOEVALE E MODERNA I
31192;4014;ANTICHITA' GRECHE E ROMANE
31193;4016;ANTROPOLOGIA CULTURALE
31195;4021;ARCHIVISTICA
31197;4029;ESTETICA
31198;4030;ETRUSCOLOGIA E ARCHEOLOGIA ITALICA
31199;4032;FILOLOGIA E LETTERATURA BIZANTINA
31200;4033;FILOLOGIA GERMANICA
31201;4034;FILOLOGIA GRECA
31202;4035;FILOLOGIA ITALIANA
31204;4037;FILOLOGIA LATINA
31205;4039;FILOLOGIA SLAVA
31206;4041;FILOSOFIA DELLA SCIENZA
31207;4042;FILOSOFIA MORALE
31208;4043;FILOSOFIA TEORETICA
31209;4044;GRAMMATICA GRECA
31210;4047;LETTERATURA ANGLO-AMERICANA
31211;4048;LETTERATURA CRISTIANA ANTICA
31212;4049;LETTERATURA DEL RINASCIMENTO
31214;4051;LETTERATURA ITALIANA MODERNA E CONTEMP.
31215;4052;LETTERATURA LATINA MEDIOEVALE
31216;4054;LETTERATURA UMANISTICA
31217;4056;LINGUA E LETTERATURA FRANCESE
31218;4058;LINGUA E LETTERATURA INGLESE
31219;4060;LINGUA E LETTERATURA RUMENA
31220;4061;LINGUA E LETTERATURA RUSSA
31221;4064;LINGUA E LETTERATURA SPAGNOLA
31222;4065;LINGUA E LETTERATURA TEDESCA
31223;4067;LINGUISTICA APPLICATA
31224;4068;LINGUISTICA GENERALE
31225;4069;LINGUISTICA ITALIANA
31227;4073;METRICA E RITMICA ITALIANA
31228;4075;MUSEOGRAFIA
31229;4077;PALEOGRAFIA E DIPLOMATICA
31230;4078;PALEOGRAFIA E FILOLOGIA MUSICALE
31231;4080;PALETNOLOGIA
31232;4082;PEDAGOGIA
31233;4084;PSICOLOGIA
31234;4085;PSICOLOGIA DELL'ETA' EVOLUTIVA
31235;4090;SOCIOLOGIA
31236;4092;SOCIOLOGIA DELLA COMUNICAZIONE
31237;4093;SOCIOLOGIA DELLA CULTURA
31238;4094;SOCIOLOGIA DELLA LETTERATURA
31239;4095;SOCIOLOGIA DELLA MUSICA
31240;4098;STORIA CONTEMPORANEA
31242;4103;STORIA DEL DIRITTO ITALIANO
31673;6101;ANALISI MATEMATICA I                D.U.
31674;6102;CHIMICA                             D.U.
31675;6103;FISICA I                            D.U.
31676;6104;FONDAMENTI DI INFORMATICA           D.U.
31677;6105;SISTEMI DI ELABORAZIONE  I          D.U.
31678;6106;ANALISI MATEMATICA II               D.U.
31679;6107;FISICA MATEMATICA                   D.U.
31680;6108;FISICA II                           D.U.
31681;6109;SISTEMI DI ELABORAZIONE II          D.U.
31682;6110;SISTEMI OPERATIVI                   D.U.
